,registro_funcional,num_vinculo,dc_cargo_base,grupo_cargo_base,nivel_cargo_base,segmento_cargo_base,referencia_cargo_comissao,relacao_juridica,qt_hora_jornada_semanal,dc_orgao,qtd_servidores_orgao,ano_nascimento,sexo,raca,pessoa_com_deficiencia,vl_remuneracao_base_mensal,vl_outro_elemento_remuneracao,vl_remuneracao_total_bruta,cedido,tempo_exercicio_dias
1891,7793863,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1973,M,BRANCA,NAO,8184.37,1936.53,10120.9,False,4546
1892,7793936,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1985,F,PRETA,NAO,7575.84,2337.75,9913.59,False,4546
1893,7793979,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1985,F,BRANCA,NAO,7705.22,748.83,8454.05,False,4546
1894,7794002,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1958,F,BRANCA,NAO,8077.17,2213.26,10290.43,False,4546
1895,7794029,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1983,F,PRETA,NAO,6183.12,1423.69,7606.81,False,1109
1896,7794258,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1981,F,PARDA,NAO,7575.84,1328.69,8904.53,False,4558
1897,7794444,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1979,F,BRANCA,NAO,7651.38,1471.53,9122.91,False,4538
1898,7794495,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1960,M,AMARELA,NAO,8309.1,412.23,8721.33,False,4539
1899,7794568,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1976,F,BRANCA,NAO,7215.11,2405.04,9620.15,False,4542
1900,7794622,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1981,F,BRANCA,NAO,7575.84,412.23,7988.07,True,4536
1901,7794665,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1960,F,BRANCA,NAO,8184.37,412.23,8596.6,False,4536
1902,7794967,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA BUTANTA,122.0,1962,F,BRANCA,NAO,8810.28,1391.15,10201.43,False,2988
1903,7795068,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1985,F,PARDA,NAO,8077.17,412.23,8489.4,False,4532
1904,7795084,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1983,F,BRANCA,NAO,7650.19,372.97,8023.16,False,4539
1905,7795203,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1967,M,BRANCA,NAO,7289.46,412.23,7701.69,False,3412
1906,7795220,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1965,M,PRETA,NAO,6108.77,1214.43,7323.2,False,681
1907,7795319,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1982,F,PARDA,NAO,7011.95,1034.3,8046.25,False,2921
1908,7795521,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1984,F,PARDA,NAO,7651.38,2014.39,9665.77,False,4538
1909,7795599,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1982,F,PRETA,NAO,7365.0,2048.9,9413.9,False,4545
1910,7795700,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1979,F,PRETA,NAO,7365.0,140.8,7505.8,False,4536
1911,7795921,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1980,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4545
1912,7795939,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1985,M,BRANCA,NAO,7575.84,412.23,7988.07,True,4532
1913,7795998,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1981,F,BRANCA,NAO,7651.38,2433.23,10084.61,False,4538
1914,7796285,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA LAPA,174.0,1973,M,BRANCA,NAO,8309.1,,8309.1,True,3284
1915,7796340,6,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,I,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1989,F,NAO INFORMADO,NAO,6414.21,412.23,6826.44,False,1644
1916,7796412,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1974,F,NAO INFORMADO,NAO,7650.19,392.6,8042.79,False,4527
1917,7796862,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1966,F,BRANCA,NAO,7215.11,1740.77,8955.88,False,4529
1918,7797168,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1981,F,BRANCA,NAO,7575.84,353.34,7929.18,False,4522
1919,7797273,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1982,F,BRANCA,NAO,7575.84,1096.95,8672.79,False,4518
1920,7797371,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1969,F,PRETA,NAO,7726.92,412.23,8139.15,False,4522
1921,7797419,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1980,F,BRANCA,NAO,7575.84,314.08,7889.92,False,4518
1922,7797656,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1958,F,BRANCA,NAO,7339.03,412.23,7751.26,False,4517
1923,7797800,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1974,F,BRANCA,NAO,7647.79,1451.3,9099.09,False,4528
1924,7798580,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1978,F,BRANCA,NAO,7575.84,1801.3,9377.14,False,4524
1925,7798831,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1980,F,BRANCA,NAO,7650.19,1490.96,9141.15,False,4538
1926,7798903,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1983,F,PRETA,NAO,7650.19,412.23,8062.42,False,4522
1927,7799721,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1985,M,BRANCA,NAO,7650.19,412.23,8062.42,False,4510
1928,7800029,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1973,M,BRANCA,NAO,7215.11,412.23,7627.34,False,4511
1929,7801963,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1986,F,BRANCA,NAO,7575.84,1385.96,8961.8,False,4483
1930,7803800,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,ENGENHARIA,DAS15,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1981,F,BRANCA,NAO,10036.26,1429.22,11465.48,False,4481
1931,7803915,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SUBPREFEITURA PERUS/ANHANGUERA,114.0,1974,F,PRETA,NAO,7699.76,416.2,8115.96,False,4496
1932,7804121,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,I,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1986,M,BRANCA,NAO,6937.6,,6937.6,True,2584
1933,7804555,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1961,F,BRANCA,NAO,7650.19,412.23,8062.42,False,4483
1934,7804881,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1985,F,BRANCA,NAO,8345.63,3493.27,11838.9,False,4476
1935,7805055,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1957,F,PRETA,NAO,7699.76,412.23,8111.99,False,4483
1936,7805586,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1975,F,PARDA,NAO,7650.19,412.23,8062.42,False,4476
1937,7805870,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1982,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4475
1938,7806213,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1981,F,PRETA,NAO,7575.84,1458.94,9034.78,False,4469
1939,7806302,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,I,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1986,F,PRETA,NAO,6670.75,412.23,7082.98,False,1858
1940,7806361,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1984,F,BRANCA,NAO,7650.19,,7650.19,False,4462
1941,7806582,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1966,M,BRANCA,NAO,8309.1,1178.42,9487.52,False,3291
1942,7806795,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1985,F,NAO INFORMADO,NAO,7575.84,1899.45,9475.29,False,4473
1943,7806949,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1958,F,PARDA,NAO,7650.19,1837.45,9487.64,False,4468
1944,7806965,1,ANALISTA DE MEIO AMBIENTE,QAA,II,MEIO AMBIENTE,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1979,M,BRANCA,NAO,8292.02,412.23,8704.25,False,4466
1945,7807147,1,ANALISTA DE MEIO AMBIENTE,QAA,II,MEIO AMBIENTE,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1961,M,BRANCA,NAO,7575.84,1096.95,8672.79,False,4465
1946,7807996,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1978,F,BRANCA,NAO,7650.19,1876.71,9526.9,False,4459
1947,7808101,1,ANALISTA DE MEIO AMBIENTE,QAA,II,MEIO AMBIENTE,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1965,M,BRANCA,NAO,7575.84,1458.94,9034.78,False,4458
1948,7808267,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1985,M,BRANCA,NAO,8902.46,412.23,9314.69,False,4458
1949,7808283,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1957,F,PARDA,NAO,8077.17,412.23,8489.4,False,4455
1950,7808305,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1973,M,PARDA,NAO,7215.11,412.23,7627.34,False,4448
1951,7808313,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1964,F,PARDA,NAO,7818.42,412.23,8230.65,False,4455
1952,7808348,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1967,F,NAO INFORMADO,NAO,7575.84,412.23,7988.07,False,4469
1953,7808356,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1980,F,BRANCA,NAO,8966.25,412.23,9378.48,False,4460
1954,7808623,1,ANALISTA DE MEIO AMBIENTE,QAA,II,MEIO AMBIENTE,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1982,M,BRANCA,NAO,8077.17,1152.65,9229.82,False,4455
1955,7808682,1,ANALISTA DE MEIO AMBIENTE,QAA,II,MEIO AMBIENTE,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1972,M,BRANCA,NAO,8292.02,412.23,8704.25,False,4455
1956,7808909,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1975,F,AMARELA,NAO,9048.24,412.23,9460.47,False,4462
1957,7809212,1,ANALISTA DE MEIO AMBIENTE,QAA,II,MEIO AMBIENTE,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1981,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4448
1958,7809948,3,ANALISTA POLITICAS PUBLICAS GESTAO GOVERNAMENTAL,QPGG,I,,,EFETIVO,40,SECRETARIA MUNICIPAL DA PESSOA COM DEFICIENCIA,51.0,1962,M,BRANCA,SIM,9002.7,412.23,9414.93,False,1865
1959,7810601,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1985,M,BRANCA,NAO,7339.03,1458.73,8797.76,False,3293
1960,7810954,1,ANALISTA DE MEIO AMBIENTE,QAA,II,MEIO AMBIENTE,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1982,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4445
1961,7810989,1,ANALISTA DE MEIO AMBIENTE,QAA,II,MEIO AMBIENTE,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1982,M,BRANCA,NAO,7575.84,1096.95,8672.79,False,4446
1962,7811829,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1975,M,BRANCA,NAO,8402.84,1188.84,9591.68,False,4444
1963,7812191,1,ANALISTA DE MEIO AMBIENTE,QAA,I,MEIO AMBIENTE,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1977,M,BRANCA,NAO,7215.11,394.52,7609.63,False,4440
1964,7812582,1,ANALISTA DE MEIO AMBIENTE,QAA,II,MEIO AMBIENTE,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1984,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4441
1965,7812795,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1986,F,BRANCA,NAO,7775.3,1119.11,8894.41,False,4467
1966,7813511,1,ANALISTA DE MEIO AMBIENTE,QAA,I,MEIO AMBIENTE,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1985,M,BRANCA,NAO,6937.6,255.19,7192.79,False,4437
1967,7813724,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1977,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3289
1968,7815069,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1985,F,PRETA,NAO,7315.29,1420.94,8736.23,False,2198
1969,7815565,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,I,CIENCIAS CONTABEIS,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1991,F,AMARELA,NAO,7653.78,,7653.78,False,2568
1970,7815778,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1976,F,BRANCA,NAO,7238.62,412.23,7650.85,False,4434
1971,7816626,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1976,F,PARDA,NAO,8333.69,412.23,8745.92,False,4432
1972,7816863,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1980,M,NAO INFORMADO,NAO,7289.46,412.23,7701.69,False,3405
1973,7818521,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,I,CIENCIAS CONTABEIS,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1981,M,BRANCA,NAO,7653.78,412.23,8066.01,False,2558
1974,7818645,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1987,F,BRANCA,NAO,7575.84,1802.97,9378.81,False,4432
1975,7818858,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADAN,285.0,1975,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4433
1976,7819641,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADAN,285.0,1982,F,BRANCA,NAO,7215.11,2015.59,9230.7,False,4433
1977,7820275,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,DAS12,EFETIVO,40,GABINETE DO PREFEITO,865.0,1966,M,BRANCA,NAO,9745.25,412.23,10157.48,False,4427
1978,7822111,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,,EFETIVO,40,SUBPREFEITURA JACANA/TREMEMBE,159.0,1984,M,BRANCA,NAO,8972.7,2131.34,11104.04,False,4419
1979,7822774,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,AGRONOMIA,,EFETIVO,40,SUBPREFEITURA SE,277.0,1962,M,BRANCA,NAO,7989.49,628.16,8617.65,False,4406
1980,7822952,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,,EFETIVO,40,SUBPREFEITURA M'BOI MIRIM,109.0,1984,F,BRANCA,NAO,8972.7,,8972.7,False,4405
1981,7823312,2,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1981,M,PRETA,NAO,19630.16,7870.81,27500.97,False,2570
1982,7824653,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,DAS09,EFETIVO,40,SUBPREFEITURA SE,277.0,1980,F,AMARELA,NAO,9248.68,2173.04,11421.72,False,4418
1983,7825366,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,DAS10,EFETIVO,40,SUBPREFEITURA MOOCA,192.0,1972,F,BRANCA,NAO,9391.89,1761.61,11153.5,False,4417
1984,7825684,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,,EFETIVO,40,SUBPREFEITURA IPIRANGA,138.0,1958,M,BRANCA,NAO,8890.71,1656.92,10547.63,False,4417
1985,7825986,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1978,F,BRANCA,NAO,7289.46,1411.21,8700.67,False,3312
1986,7826001,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,,EFETIVO,40,SUBPREFEITURA FREGUESIA DO O/BRASILANDIA,181.0,1982,F,BRANCA,NAO,8890.71,1894.02,10784.73,False,4426
1987,7826095,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,509.0,1980,M,PARDA,NAO,8890.71,,8890.71,True,4420
1988,7826125,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,DAS09,EFETIVO,40,SUBPREFEITURA SE,277.0,1984,F,AMARELA,NAO,9248.68,412.23,9660.91,False,4417
1989,7826460,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,DAS10,EFETIVO,40,SUBPREFEITURA VILA MARIA/VILA GUILHERME,145.0,1966,F,BRANCA,NAO,9391.89,2204.87,11596.76,False,4405
1990,7826478,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1983,F,BRANCA,NAO,9391.89,750.23,10142.12,False,4417
1991,7826541,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1983,M,BRANCA,NAO,8890.71,1243.05,10133.76,False,4413
1992,7826559,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,,EFETIVO,40,SUBPREFEITURA PERUS/ANHANGUERA,114.0,1980,F,BRANCA,NAO,9027.37,1258.23,10285.6,False,4413
